area,bedrooms,bathrooms,floor,age,furnishing,location,price
3049,5,2,14,3,2,Guindy,85560139
2943,4,2,0,6,2,Guindy,81061566
2463,5,1,3,9,2,Velachery,51653180
1918,3,1,9,18,1,OMR,37199742
1215,4,1,11,24,2,Tambaram,15365225
3447,1,4,4,3,2,Porur,53424535
3069,1,2,8,1,2,Guindy,84773036
2488,3,2,6,20,2,OMR,49211205
1646,5,4,7,17,0,Porur,26908865
1174,2,1,13,13,1,Anna Nagar,33787327
2790,3,4,10,15,1,Adyar,86243138
1592,4,1,8,21,0,Besant Nagar,55669487
3312,4,2,12,10,2,OMR,65362508
2792,1,3,6,9,2,Chromepet,38241388
1848,4,1,4,16,2,T Nagar,59840405
3654,3,2,12,13,1,OMR,70784208
1102,4,2,14,21,1,Guindy,31014161
2597,3,3,4,3,1,Guindy,71662655
1420,2,2,9,18,1,OMR,27285174
2751,1,2,10,1,1,Besant Nagar,95239607
3710,4,1,5,6,0,Porur,56255048
2570,3,1,4,8,1,Anna Nagar,73822507
797,5,3,12,18,2,T Nagar,26850909
2269,1,3,11,15,1,Anna Nagar,65311353
3226,2,2,10,21,0,Velachery,63901480
3038,3,1,8,24,2,Besant Nagar,104139406
1802,2,3,2,15,0,Guindy,48707494
3201,2,3,2,17,2,Velachery,65816677
2071,4,4,14,22,1,Anna Nagar,60897512
3686,4,3,6,20,0,Anna Nagar,103335960
2246,3,2,6,20,2,T Nagar,71358930
2292,5,1,5,10,1,Tambaram,29838343
1912,3,3,2,6,2,Anna Nagar,55558842
2635,5,4,13,8,0,Porur,42449081
1077,2,1,12,3,0,Porur,17693027
1854,1,3,6,24,0,OMR,35900754
1522,3,4,4,12,0,T Nagar,48055766
1019,3,3,6,24,1,T Nagar,33279247
2804,5,1,1,3,2,Guindy,77942673
3197,2,1,5,18,1,Anna Nagar,90170666
1720,2,1,13,1,0,Tambaram,22333312
3668,5,2,7,8,2,Chromepet,49478615
3644,2,3,0,11,0,Velachery,72863278
1550,4,2,3,1,1,T Nagar,49949483
2936,1,1,10,5,1,OMR,57605769
1877,3,4,0,4,1,OMR,36860308
2843,1,3,13,4,2,Anna Nagar,81581577
3245,3,2,0,19,2,Anna Nagar,91541658
2457,4,3,9,21,0,Chromepet,32925510
1116,2,4,11,4,2,Adyar,36020374
2258,5,2,13,3,2,Adyar,71049687
2465,4,1,13,8,1,Anna Nagar,70606224
3512,1,2,10,21,0,Besant Nagar,120461625
1741,5,3,7,9,1,Porur,28666251
3453,2,3,6,15,0,Porur,52574161
2532,4,3,11,9,0,Chromepet,35079759
3830,5,3,9,9,2,Chromepet,53498173
1414,4,1,12,18,1,Guindy,40084765
2875,4,2,0,9,2,Tambaram,35890651
2500,2,1,10,5,2,OMR,49090646
2863,3,1,13,16,2,Porur,44620634
3595,5,1,12,4,0,Besant Nagar,124702678
2662,2,3,1,5,1,Anna Nagar,75955773
3828,4,3,3,23,1,T Nagar,120895661
3932,2,3,0,14,2,Besant Nagar,134714656
3828,3,2,2,24,0,Guindy,102931047
2694,5,4,7,18,1,Besant Nagar,93883264
2971,3,3,7,17,1,T Nagar,93300437
3491,1,2,7,3,2,Velachery,70497984
729,5,3,5,7,0,Adyar,23588238
694,3,3,5,15,2,Velachery,15350806
3274,4,1,4,23,1,OMR,63705902
3402,5,1,12,18,0,OMR,65476375
2555,5,1,8,19,2,Porur,40339892
3963,2,2,3,2,1,T Nagar,125283240
1393,4,4,9,9,2,OMR,28969569
2434,1,4,14,1,2,Chromepet,33799879
3954,3,2,11,3,2,Porur,61899888
2716,2,3,11,5,0,Guindy,75143090
2283,3,2,11,10,1,Porur,36653781
610,1,3,6,13,1,Velachery,13046444
3925,1,2,0,15,1,Anna Nagar,110601096
2465,5,2,14,20,1,Chromepet,34454050
3519,1,2,8,18,0,Chromepet,45959222
3197,3,4,6,1,2,Tambaram,40767009
3805,4,1,9,24,1,Chromepet,50599400
1311,4,2,11,16,0,Chromepet,17934150
2670,5,4,8,8,2,Velachery,56085660
1414,3,1,6,16,0,Besant Nagar,49584082
945,3,1,1,14,0,Chromepet,13393858
2949,1,2,14,6,1,Anna Nagar,83692032
962,3,3,5,21,1,Adyar,30012128
3043,2,3,9,22,2,Velachery,62615694
2865,1,3,11,18,2,Velachery,58751702
2788,2,2,10,2,1,Besant Nagar,96861955
3605,5,3,3,0,0,Tambaram,45777064
3881,4,4,2,3,1,Besant Nagar,134291705
1584,5,4,1,17,2,Porur,25847053
3640,4,4,5,7,0,Adyar,110572445
2239,5,4,7,18,0,OMR,44817117
1427,3,1,5,22,0,Guindy,38888123
3330,2,4,8,22,1,OMR,63616056
3651,4,3,13,24,1,Tambaram,45279170
955,1,2,4,5,2,Tambaram,13086144
3655,2,3,1,0,0,Chromepet,47806917
1947,1,4,7,7,0,Besant Nagar,66853237
3804,2,1,8,0,1,Porur,58578566
3535,2,4,13,18,2,Chromepet,48487859
2463,5,2,9,10,2,T Nagar,79302988
726,4,3,3,20,0,Porur,12790817
3777,4,2,5,23,1,Tambaram,46607890
3656,2,2,14,24,0,Tambaram,44507409
1203,3,2,10,14,1,Velachery,25971653
2528,3,3,9,22,2,T Nagar,79488316
1613,1,4,7,24,0,Chromepet,20970308
650,1,2,8,10,0,Tambaram,7922455
3700,5,3,11,18,0,T Nagar,117174442
3967,2,1,4,20,2,Adyar,119292709
3968,1,3,11,9,0,Guindy,108726301
3426,1,1,5,23,2,Besant Nagar,116888225
2030,2,3,10,11,1,Tambaram,26420869
2392,5,4,3,0,2,Adyar,74157308
3461,1,2,4,23,1,Porur,51832242
2236,5,4,6,6,2,Besant Nagar,79110994
2245,4,3,8,16,2,T Nagar,71439520
3067,5,2,9,9,0,Besant Nagar,105021324
1805,3,1,10,5,2,OMR,35508870
3630,3,3,12,16,0,Velachery,73503371
3472,5,2,5,17,1,T Nagar,108832426
3672,3,1,13,4,1,Adyar,112340891
2454,4,1,5,17,0,Tambaram,30586524
1166,2,4,7,16,1,T Nagar,37587112
3018,3,3,10,21,2,Anna Nagar,87168334
1535,3,1,3,15,0,OMR,30402612
2534,5,2,2,7,0,Adyar,78140909
3308,4,1,13,23,0,Porur,50002366
3616,2,1,6,12,1,Anna Nagar,102147769
1932,5,4,4,23,1,T Nagar,61871348
3808,5,4,1,15,2,Velachery,78202386
801,4,2,1,10,2,Anna Nagar,25031189
2960,2,4,10,5,0,Besant Nagar,102365601
716,4,1,5,2,2,T Nagar,23651825
1536,2,1,7,0,1,Adyar,46981311
1174,4,4,0,17,2,T Nagar,39355171
2891,5,1,14,4,1,Velachery,60099938
1136,5,1,10,12,2,Guindy,31852735
2225,1,2,5,9,1,Besant Nagar,76190327
2722,3,4,11,4,1,Tambaram,34090690
985,4,1,1,13,2,T Nagar,32423655
3881,1,4,1,16,2,Velachery,77652573
1074,3,2,6,0,1,Anna Nagar,31220897
1017,4,4,9,24,0,Anna Nagar,29967994
2994,2,1,0,1,2,Adyar,91634690
3287,3,4,5,6,1,Besant Nagar,113683282
1538,5,1,13,9,2,Anna Nagar,44925177
1554,1,1,6,19,2,Tambaram,19279281
1475,3,1,13,6,2,Guindy,41601101
1362,3,2,7,23,2,Guindy,38570351
1802,5,4,6,15,2,Adyar,56987394
1805,4,2,5,4,0,T Nagar,57376420
1263,2,4,8,11,0,Anna Nagar,37113886
624,5,2,12,16,0,Velachery,14475612
2590,2,3,2,15,1,Porur,40483404
1803,4,1,10,19,0,Guindy,50189590
1309,3,1,5,15,0,Chromepet,18040497
2479,2,2,3,18,1,Adyar,75713979
1784,1,3,1,14,0,T Nagar,55701702
2824,1,1,0,11,2,OMR,53829449
884,5,4,11,20,0,Adyar,28670419
662,4,2,11,9,0,Velachery,14852292
1602,5,1,13,21,0,Porur,25842098
1261,5,1,0,1,2,Chromepet,18583972
3313,5,2,10,6,2,Guindy,92312468
2803,1,2,9,12,2,Besant Nagar,95869942
2092,1,4,2,2,2,Chromepet,29070143
3720,5,4,3,14,1,Guindy,101937388
1566,1,1,1,0,2,OMR,31284880
1448,4,1,12,2,2,OMR,30413627
1707,5,2,11,24,2,Guindy,48252977
1288,1,1,10,9,2,Besant Nagar,45087043
747,2,1,10,14,1,Adyar,23288171
941,5,2,13,21,0,Besant Nagar,33402385
3123,5,1,10,5,0,Anna Nagar,89436510
1686,4,1,0,19,2,Guindy,47653342
2324,3,3,3,14,2,Guindy,64452659
1983,3,4,14,23,2,Besant Nagar,68729125
3208,4,2,6,20,0,Tambaram,38741820
926,4,3,9,6,0,Tambaram,12402962
2392,4,4,10,24,2,Velachery,49691201
2359,3,4,5,20,0,Tambaram,30090899
3812,4,4,5,4,1,OMR,74256258
1589,1,3,10,3,2,Anna Nagar,46982873
2862,5,3,8,21,2,Guindy,79523724
3082,5,4,13,17,1,Chromepet,42827721
1551,2,1,14,2,1,OMR,31367019
1322,2,1,1,16,0,Velachery,26945332
3989,5,3,3,17,1,Porur,61449317
2679,1,3,4,17,2,Anna Nagar,74764792
3317,3,3,0,23,0,Tambaram,40089821
2932,3,4,7,23,1,T Nagar,91828060
3976,1,1,7,1,0,Adyar,120245281
1028,3,3,5,12,0,Chromepet,14743619
2100,4,3,11,21,0,Guindy,58073810
885,5,2,4,14,0,Porur,15692762
3815,5,4,7,4,1,Adyar,116869635
3690,1,2,2,2,2,Besant Nagar,125567133
2665,3,1,2,4,2,Besant Nagar,92209728
1368,2,2,1,4,1,Anna Nagar,40038597
3237,2,2,4,4,2,Anna Nagar,92319580
1994,3,2,2,2,0,Anna Nagar,56973680
3846,2,4,2,2,0,OMR,74614223
3657,1,1,14,19,0,OMR,70842453
793,1,2,5,22,1,Besant Nagar,26844435
3149,3,4,7,17,0,Anna Nagar,89557436
1587,2,1,1,19,0,Chromepet,21055971
1736,1,3,3,3,1,Velachery,36026943
2761,1,2,10,0,0,Anna Nagar,78384066
3893,4,1,6,15,0,Guindy,105997837
2301,4,2,0,7,2,Chromepet,31590402
1546,1,3,0,16,1,Guindy,42518016
1430,3,1,11,7,0,T Nagar,45936886
2520,5,4,12,6,0,Besant Nagar,89387359
3935,5,1,9,24,0,Anna Nagar,110601605
3572,1,4,6,7,0,Tambaram,44862953
654,1,1,13,20,2,Adyar,20367761
1399,1,4,6,23,2,Anna Nagar,40106706
1377,3,3,0,11,2,Velachery,29529366
2081,4,3,0,15,2,T Nagar,66637204
2501,1,3,3,11,1,Anna Nagar,71466309
2809,1,1,4,18,0,Adyar,84937388
2734,2,3,4,9,2,Adyar,83540084
654,3,2,3,6,0,OMR,14329815
2423,1,3,7,11,1,Velachery,49205421
1801,2,4,6,19,0,Velachery,36807351
3679,5,4,8,4,0,Chromepet,50275992
1432,1,4,6,15,2,Tambaram,18220685
912,1,1,14,8,2,Velachery,19649928
3406,2,2,9,6,1,T Nagar,107494212
2458,3,3,0,19,0,Tambaram,30561672
2607,1,2,12,21,2,OMR,50186407
2606,5,2,13,13,2,Velachery,54302239
3090,1,4,6,10,2,OMR,59782326
2390,5,4,0,6,1,Adyar,74054395
927,4,4,6,9,0,Anna Nagar,27105578
3725,4,1,9,8,2,Velachery,76084699
3408,5,2,7,3,0,Adyar,104140589
3910,3,2,10,15,1,Anna Nagar,111457685
3900,1,1,8,9,0,Anna Nagar,109673914
3226,1,1,11,18,2,Adyar,98112929
3722,4,1,2,23,0,Guindy,101167787
3654,5,2,14,16,0,Tambaram,45570850
1887,1,2,3,8,1,Guindy,51512429
2743,1,4,3,12,1,Besant Nagar,93698970
1711,3,4,11,0,0,Porur,29116590
3749,2,2,8,1,0,Anna Nagar,106887256
1911,4,4,12,12,0,Chromepet,27264862
3791,4,1,6,23,1,Tambaram,45870345
3461,2,3,2,8,1,Anna Nagar,97912186
3138,1,4,9,6,0,T Nagar,98100333
1051,3,2,4,15,1,Chromepet,14876784
2123,3,4,6,18,2,Besant Nagar,73498346
764,4,4,7,6,1,Besant Nagar,28000854
781,3,4,0,5,1,T Nagar,25510422
3116,2,3,11,17,1,Adyar,94680123
1509,1,1,1,18,2,Tambaram,18473712
3382,2,2,6,10,2,OMR,65551369
1422,5,3,10,11,2,Tambaram,20490453
1543,4,2,14,9,0,Chromepet,22404553
2601,3,2,12,12,0,Guindy,71255483
2654,5,2,13,11,2,OMR,53198802
929,3,3,12,20,0,Besant Nagar,32535669
1374,1,1,14,9,0,Besant Nagar,47358438
2798,1,2,1,19,0,Adyar,84169598
3756,1,1,6,17,2,Porur,57292824
746,3,1,14,3,1,Tambaram,10588283
1514,5,4,8,23,2,Adyar,47147565
2171,1,3,10,4,2,Chromepet,30006851
1908,5,3,1,4,0,OMR,38459311
3347,3,4,6,11,0,T Nagar,104997855
681,5,4,3,2,1,Anna Nagar,22096277
1113,3,1,10,7,1,Guindy,31940646
2520,3,2,12,21,1,Chromepet,33743564
3462,4,3,1,1,1,Anna Nagar,99561081
3356,3,2,12,17,2,Tambaram,42572363
2539,3,2,6,8,1,T Nagar,81272834
1345,2,4,12,12,2,Besant Nagar,48605879
3670,1,2,4,6,0,Adyar,110308693
2009,4,1,0,9,1,OMR,39923491
1306,4,4,4,8,0,Adyar,41499814
1070,4,2,11,21,0,OMR,21465758
3790,2,4,11,14,2,Porur,58967462
995,3,1,2,4,1,Porur,15276188
2155,1,1,6,11,2,Adyar,64557307
2908,5,2,5,0,0,OMR,56544679
1404,3,4,7,11,1,OMR,28730628
1533,2,2,12,21,0,Anna Nagar,43902254
1879,3,2,4,5,0,Adyar,57533057
2357,3,4,1,18,1,Velachery,49280584
1504,2,2,8,18,1,Tambaram,19471537
3897,4,1,13,15,1,Besant Nagar,133398843
1676,4,4,10,18,2,Porur,27334012
3587,1,4,7,2,2,Velachery,73140157
2490,1,4,5,22,0,Porur,38026997
2123,4,4,12,9,1,T Nagar,68287710
3501,5,2,9,17,0,Porur,53743510
1987,3,2,6,12,0,Chromepet,27798236
1903,5,1,8,17,0,Porur,29993698
1192,3,3,6,2,0,Anna Nagar,34887980
3361,4,3,2,22,0,Velachery,68113430
3829,1,1,5,2,1,T Nagar,120428334
3279,1,3,10,22,2,OMR,63776637
2706,5,1,12,24,1,OMR,52922824
727,1,2,10,11,1,T Nagar,23050955
1335,4,4,6,19,1,Guindy,37416902
3368,5,4,1,6,2,Adyar,103408928
3786,3,2,2,24,2,Guindy,103415582
3880,1,4,3,23,2,Velachery,78808265
3173,2,4,9,7,1,Porur,49052229
1120,1,3,5,8,2,OMR,23010380
3199,3,2,0,13,0,Anna Nagar,89897692
836,5,3,8,4,2,Guindy,25106113
1904,3,3,4,20,1,Porur,28985238
3872,2,4,12,18,1,Besant Nagar,132438346
2381,4,4,11,20,0,Adyar,72720286
1901,1,2,13,15,2,T Nagar,60168134
3906,5,4,6,23,2,Porur,60273009
3141,4,4,8,11,0,Adyar,96939042
2651,3,2,8,20,1,Adyar,80213751
3313,5,4,0,3,1,OMR,65468973
1041,4,3,14,7,2,OMR,23159121
2676,5,2,0,6,2,Velachery,55726256
3780,2,4,2,14,2,Besant Nagar,129778042
3257,2,1,5,5,2,T Nagar,102390504
1404,1,2,1,4,2,Adyar,42929132
674,1,2,9,13,1,Velachery,13859595
3485,2,1,11,20,1,Chromepet,46411353
3817,5,4,10,12,1,Guindy,105337444
2775,2,4,0,9,1,Tambaram,35058376
2689,1,2,0,17,0,Adyar,81088131
1979,2,2,12,3,1,Velachery,41393158
640,2,4,4,7,0,Besant Nagar,23565442
3581,5,4,3,23,1,OMR,69546970
2681,4,3,0,10,2,Adyar,82721888
3688,1,2,3,16,2,Adyar,111739286
2300,5,2,2,17,2,Porur,36169289
3824,2,1,1,20,0,Besant Nagar,129851140
3645,2,3,8,24,1,T Nagar,114049514
2001,4,4,13,10,1,OMR,41503122
1187,1,3,14,15,0,Adyar,36493882
2222,1,4,10,11,0,Guindy,60928613
941,3,4,0,12,0,OMR,19688197
2674,1,3,6,15,0,Guindy,72832066
3958,4,2,13,22,0,Tambaram,49299010
1245,3,4,12,20,2,T Nagar,41332315
1330,3,3,3,0,1,Tambaram,16906488
767,2,1,4,15,0,Adyar,23391210
1209,2,3,9,14,2,Porur,19610098
2915,1,1,4,5,0,T Nagar,90383834
2372,3,4,0,11,2,Porur,36380682
2640,2,3,5,7,0,Velachery,53174250
3468,4,3,12,6,1,Chromepet,47546184
1054,2,1,8,1,0,Besant Nagar,36728981
3553,2,3,1,11,0,Velachery,71469083
2308,3,3,6,20,1,Tambaram,28993213
3569,3,4,5,13,1,Guindy,97696926
3628,5,3,4,15,0,Tambaram,45881090
1301,4,2,3,10,1,T Nagar,41620557
3281,3,1,3,19,1,T Nagar,103203660
2199,1,3,5,8,2,Tambaram,27702992
729,4,1,3,9,1,Adyar,22984050
3667,4,1,4,16,1,Tambaram,44851717
2445,3,1,12,11,0,T Nagar,77811897
1986,4,3,5,5,0,T Nagar,63763916
3466,3,3,4,18,2,OMR,66954290
1292,2,1,6,10,0,Anna Nagar,36935538
3963,5,2,8,8,1,Porur,60495660
1994,2,1,9,20,1,Velachery,39914197
1393,3,2,6,5,1,Tambaram,17990855
628,3,1,6,24,0,OMR,11984591
748,2,4,3,24,1,Adyar,23886507
1919,1,1,0,23,1,T Nagar,58361906
2658,1,1,13,24,2,Tambaram,31872096
3323,1,3,7,15,2,T Nagar,104389197
1736,3,2,3,19,2,Guindy,48177136
786,4,4,0,15,0,OMR,16159114
3454,3,2,4,5,1,Tambaram,44024244
3391,4,4,13,4,1,Guindy,94605703
1850,2,1,13,20,1,Chromepet,25561412
1933,5,3,7,3,2,OMR,39531599
697,4,3,3,1,1,Tambaram,10252208
654,1,2,12,5,1,Tambaram,8931935
3270,3,3,11,8,1,Besant Nagar,113623832
3311,2,2,7,16,1,OMR,64255374
1357,1,2,7,13,1,OMR,26453695
1005,2,4,2,6,0,T Nagar,32650792
2716,5,2,8,21,1,Tambaram,34783309
3983,3,4,2,18,0,Porur,60543035
1912,3,3,0,0,1,Porur,30258302
2385,5,2,1,19,0,Porur,37188320
1350,3,2,14,24,1,Chromepet,17945669
3819,4,1,5,14,1,Tambaram,47400796
2362,2,2,11,17,1,Tambaram,28901475
3915,1,2,9,2,1,Guindy,107495826
3605,5,1,1,17,2,Besant Nagar,125213892
964,4,1,5,1,1,OMR,19827415
2626,1,3,13,9,0,T Nagar,81921178
1081,1,2,0,10,2,Besant Nagar,37464045
2848,5,3,10,23,2,Guindy,78943370
753,4,3,12,2,1,Tambaram,11936361
2124,1,1,0,6,0,Velachery,42857030
2720,1,4,4,7,0,OMR,52551834
3360,4,3,9,18,2,Chromepet,45755306
2943,3,4,12,17,0,Porur,45203923
1640,1,2,10,12,1,Chromepet,22704607
2264,2,1,8,12,1,Tambaram,28946980
1840,4,2,13,23,1,Guindy,50661201
660,1,2,7,18,1,Velachery,12990373
1538,5,1,2,22,1,Adyar,47108955
2239,2,2,14,11,2,Porur,34734264
2689,1,1,2,16,1,T Nagar,82930891
624,2,4,14,21,1,Tambaram,8296990
1662,2,2,0,11,2,Anna Nagar,47499198
730,3,1,13,12,2,Velachery,16164288
1852,2,3,2,24,2,Velachery,38066628
707,3,2,14,11,0,OMR,14711492
771,4,4,13,18,0,Chromepet,11344678
2058,3,1,11,13,1,Porur,32241558
701,5,2,11,6,1,Tambaram,10342721
3513,1,2,11,12,1,Anna Nagar,99640085
3171,4,2,12,5,0,Porur,48731888
2922,4,4,10,23,1,Guindy,79641557
2236,5,1,0,18,1,Anna Nagar,63033113
3715,3,3,7,18,0,Besant Nagar,127230840
3464,1,3,0,3,2,Besant Nagar,118912435
3604,3,3,4,18,0,Velachery,73128470
1640,2,1,8,8,1,Guindy,45127648
929,3,3,6,15,0,Besant Nagar,32362746
2120,4,4,3,3,2,Velachery,45646637
611,1,1,10,5,2,Chromepet,9827442
1941,3,2,8,7,2,Tambaram,25705101
815,1,4,8,23,2,Velachery,17534448
938,1,2,1,15,2,Tambaram,12100253
2399,2,3,9,4,2,Guindy,66360401
3308,2,4,9,20,1,OMR,64224179
3752,4,1,10,21,1,Porur,57120066
2350,5,4,11,9,0,Velachery,48963363
2108,1,2,5,22,1,Velachery,41671255
3021,5,1,3,12,2,Tambaram,38325035
3623,4,4,7,13,1,Besant Nagar,125343835
1309,1,4,11,6,0,Besant Nagar,45764557
1823,1,4,10,19,2,Velachery,37583096
3113,5,4,6,5,1,Besant Nagar,107576946
1712,3,1,6,6,1,Besant Nagar,59746199
1891,2,2,10,4,0,Velachery,39002229
1088,3,4,9,20,2,Chromepet,16441998
2161,5,1,8,17,0,Chromepet,29586105
646,2,2,12,22,2,Adyar,20952891
3959,3,4,4,11,2,Chromepet,53423379
1377,2,2,5,5,1,Adyar,42700838
1639,1,2,0,0,0,Guindy,45418563
1310,3,1,5,3,0,T Nagar,41743805
1000,2,2,1,18,0,Porur,15565927
2417,2,1,5,11,2,T Nagar,75815237
3628,2,4,8,14,0,Besant Nagar,124526446
3757,3,2,7,2,2,Anna Nagar,108062761
849,4,2,8,22,0,Besant Nagar,30306253
990,3,3,12,19,0,Velachery,20869270
934,5,4,14,7,1,Velachery,21861459
1228,3,4,9,10,0,Porur,19530009
736,2,3,7,15,1,OMR,15073403
3530,1,3,2,8,1,OMR,67523287
3335,3,1,7,2,2,OMR,65460953
2121,3,1,5,4,0,Chromepet,28668534
1426,2,2,12,19,0,Guindy,39483739
1326,1,2,5,13,0,Besant Nagar,45901089
2100,1,2,5,14,1,Velachery,42409892
3241,5,2,2,5,0,Anna Nagar,92335757
3894,3,1,9,3,2,Anna Nagar,110943481
1589,1,4,0,7,2,Anna Nagar,45381751
3019,1,2,11,18,0,OMR,57885393
1534,4,4,13,4,1,Porur,25770781
3642,4,2,3,12,2,OMR,71082470
1001,1,3,9,15,2,Velachery,21479775
2066,5,2,11,0,1,Besant Nagar,72142441
1214,1,2,5,12,2,Besant Nagar,41603439
1896,2,2,10,21,1,Porur,28766407
1782,3,1,11,10,2,Guindy,49910304
3823,5,3,9,20,1,Chromepet,51556812
3642,2,2,1,7,2,Anna Nagar,102112137
3267,5,2,6,24,0,Besant Nagar,113291522
2835,2,4,6,7,2,Porur,43450515
1721,3,3,10,23,2,Anna Nagar,49783211
730,3,2,3,13,0,OMR,15081686
3452,4,4,3,12,0,Tambaram,42734106
1794,2,4,14,2,0,T Nagar,57953979
3583,4,1,0,3,0,Besant Nagar,122597911
3633,2,4,12,19,1,Guindy,99666550
782,4,2,1,14,1,Porur,11979726
3630,3,1,8,14,2,Chromepet,49216614
963,5,1,9,20,2,Guindy,27851437
638,4,2,7,12,2,OMR,13294643
3144,2,3,7,8,1,Besant Nagar,108690377
1972,2,4,8,24,2,Velachery,41596076
3629,3,1,14,9,2,OMR,70427794
1520,2,3,6,11,1,Chromepet,20964894
3369,1,2,12,13,2,OMR,65033588
3832,5,4,8,0,1,Porur,60044891
615,4,4,9,13,1,Guindy,18347218
1092,5,1,11,13,0,Porur,17786770
2049,3,4,1,7,0,Anna Nagar,58545809
1731,4,4,5,15,1,Tambaram,22493768
3541,4,4,14,13,1,Guindy,97822461
910,1,4,2,0,0,Tambaram,12500585
1338,3,2,10,15,2,Porur,22105938
3841,2,3,14,17,2,Velachery,77773249
1145,1,2,5,6,2,Besant Nagar,39843204
3061,1,2,2,14,1,Chromepet,40908278
850,5,1,7,23,0,OMR,17427012
1358,5,4,14,16,2,OMR,28829235
2404,5,2,10,18,0,Tambaram,30647489
3812,1,4,14,22,0,Chromepet,50345169
1897,2,2,12,12,1,Guindy,52568476
2231,4,2,3,8,2,Besant Nagar,77582050
2514,5,1,11,23,0,T Nagar,79691867
3710,2,3,9,23,1,Tambaram,45302610
1413,3,3,5,14,1,Guindy,39534521
628,5,2,14,24,1,Guindy,19213668
1557,4,1,8,2,2,Chromepet,22297103
2632,3,4,1,23,2,Chromepet,35510639
1076,3,4,1,0,1,Adyar,34100901
917,4,2,6,15,2,OMR,19178332
844,5,3,14,7,2,Besant Nagar,31553838
1347,1,1,1,22,0,Anna Nagar,37118071
1296,4,3,1,12,1,Tambaram,16818023
871,4,4,3,7,1,Besant Nagar,31647774
2371,4,3,8,16,2,Adyar,73699119
1862,3,4,7,21,1,Adyar,57631848
3024,2,1,1,22,1,Besant Nagar,102246409
865,1,1,7,13,1,Chromepet,11610425
3573,5,2,3,20,2,Guindy,97901830
1520,5,2,1,20,2,T Nagar,47988838
939,2,3,10,6,2,Besant Nagar,34023639
988,4,1,9,14,0,Tambaram,13097954
3224,1,1,6,15,1,Anna Nagar,91733471
2650,5,2,5,18,0,OMR,51612989
1765,5,4,13,5,2,Adyar,55811912
975,4,3,9,22,0,Velachery,20433530
2633,2,3,4,0,1,Velachery,54084204
2971,1,2,10,11,1,Guindy,81522163
745,2,1,0,17,2,Chromepet,10657434
2581,2,2,1,15,2,OMR,51452078
892,1,2,7,11,0,Adyar,26766709
1031,1,2,0,19,2,Velachery,21103117
1304,5,2,2,12,0,Velachery,27257859
3596,5,4,1,7,1,T Nagar,113971249
2598,1,4,4,21,1,Besant Nagar,89733578
3232,3,1,3,0,1,Porur,50411055
998,5,2,12,20,1,OMR,20308197
3464,3,4,6,6,1,Porur,54312328
1563,1,1,4,14,0,Anna Nagar,42847324
3811,5,2,7,21,1,Chromepet,50013040
2834,2,3,3,12,0,Besant Nagar,97101474
2641,1,4,14,12,1,Anna Nagar,75823340
2428,4,1,11,8,0,Tambaram,30940098
2708,3,3,5,23,0,Adyar,83022894
1538,1,2,3,14,0,Porur,23414663
1309,1,2,1,3,2,Guindy,36419570
1406,5,2,0,12,0,Tambaram,18869596
2063,5,4,13,11,0,OMR,41519933
3990,5,1,13,4,1,Adyar,122334374
1925,4,3,0,6,0,Velachery,40284488
610,5,1,7,7,0,Porur,10434115
1685,1,4,13,4,2,Besant Nagar,59573733
2468,5,1,3,8,1,Besant Nagar,86784513
2873,2,4,4,13,2,Tambaram,36624324
3824,5,2,10,11,2,Tambaram,47928355
3211,4,3,7,3,2,Chromepet,45442325
1371,2,2,11,19,0,Velachery,28554634
2194,1,1,14,7,2,T Nagar,69646124
2207,1,2,6,16,2,Porur,33916389
1933,3,3,12,7,1,Anna Nagar,56535352
1484,2,2,7,20,1,OMR,29051892
3914,3,3,12,0,1,Porur,61069822
1989,2,3,7,19,1,Porur,30808445
3778,2,2,5,1,2,Velachery,77756883
825,4,4,9,3,1,Porur,15386469
1424,3,1,1,23,0,Chromepet,18667302
2865,4,4,5,20,2,Porur,44165507
1536,2,4,13,0,1,Guindy,43790033
3400,1,2,0,6,2,Guindy,92401061
3153,2,1,0,0,1,Adyar,95403210
2906,4,1,10,8,2,OMR,57231573
2511,3,4,2,2,1,Guindy,69236842
2396,3,2,2,11,0,OMR,45678850
653,4,1,10,18,1,Besant Nagar,23777986
3718,3,4,12,14,2,Chromepet,50587414
1326,5,1,4,21,2,Velachery,28074295
3336,1,2,0,15,0,Velachery,67075383
2144,1,2,9,9,2,Guindy,58848231
3770,1,2,5,21,0,Chromepet,49286236
1643,3,1,6,5,2,Besant Nagar,58230711
2513,3,3,9,16,2,Anna Nagar,72046647
2376,2,1,11,20,0,Chromepet,32387691
2196,2,3,12,21,2,Adyar,67364997
2514,1,2,10,23,2,Velachery,50633810
3066,5,4,2,16,0,Adyar,94164842
3337,2,3,3,20,1,Velachery,67483719
1449,2,2,9,18,0,Besant Nagar,50522275
2709,3,2,10,17,2,Porur,42461673
3816,5,3,9,10,1,T Nagar,120532085
2863,1,4,13,23,1,Chromepet,39059507
602,2,2,11,6,1,Chromepet,9136314
759,5,3,14,9,0,Porur,12742190
1380,5,4,9,6,1,Anna Nagar,41840289
3791,1,4,13,4,1,Velachery,77834965
1492,5,2,9,11,1,Anna Nagar,44577859
2630,5,1,9,15,2,Chromepet,35799163
3760,5,1,2,24,0,Guindy,102236424
2976,2,2,0,20,0,Guindy,80371979
